id,dua_id,section_index,arabic_REF,translation_en,transliteration_en,translation_ace,transliteration_ace,translation_af,transliteration_af,translation_am,transliteration_am,translation_as,transliteration_as,translation_az,transliteration_az,translation_bg,transliteration_bg,translation_bn,transliteration_bn,translation_bs,transliteration_bs,translation_ca,transliteration_ca,translation_ceb,transliteration_ceb,translation_ckb,transliteration_ckb,translation_cs,transliteration_cs,translation_da,transliteration_da,translation_de,transliteration_de,translation_el,transliteration_el,translation_et,transliteration_et,translation_fa,transliteration_fa,translation_fi,transliteration_fi,translation_fil,transliteration_fil,translation_fr,transliteration_fr,translation_ga,transliteration_ga,translation_gu,transliteration_gu,translation_ha,transliteration_ha,translation_he,transliteration_he,translation_hi,transliteration_hi,translation_hr,transliteration_hr,translation_ht,transliteration_ht,translation_hu,transliteration_hu,translation_hy,transliteration_hy,translation_id,transliteration_id,translation_ig,transliteration_ig,translation_is,transliteration_is,translation_it,transliteration_it,translation_ja,transliteration_ja,translation_jv,transliteration_jv,translation_ka,transliteration_ka,translation_kk,transliteration_kk,translation_km,transliteration_km,translation_kn,transliteration_kn,translation_ko,transliteration_ko,translation_ku,transliteration_ku,translation_ky,transliteration_ky,translation_lb,transliteration_lb,translation_lo,transliteration_lo,translation_lt,transliteration_lt,translation_lv,transliteration_lv,translation_mad,transliteration_mad,translation_mg,transliteration_mg,translation_min,transliteration_min,translation_mk,transliteration_mk,translation_ml,transliteration_ml,translation_mn,transliteration_mn,translation_mr,transliteration_mr,translation_ms,transliteration_ms,translation_mt,transliteration_mt,translation_my,transliteration_my,translation_ne,transliteration_ne,translation_nl,transliteration_nl,translation_no,transliteration_no,translation_ny,transliteration_ny,translation_or,transliteration_or,translation_pa,transliteration_pa,translation_pl,transliteration_pl,translation_ps,transliteration_ps,translation_pt,transliteration_pt,translation_ro,transliteration_ro,translation_rw,transliteration_rw,translation_si,transliteration_si,translation_sk,transliteration_sk,translation_sl,transliteration_sl,translation_so,transliteration_so,translation_sq,transliteration_sq,translation_sr,transliteration_sr,translation_st,transliteration_st,translation_sv,transliteration_sv,translation_sw,transliteration_sw,translation_ta,transliteration_ta,translation_te,transliteration_te,translation_th,transliteration_th,translation_ti,transliteration_ti,translation_tl,transliteration_tl,translation_tr,transliteration_tr,translation_uk,transliteration_uk,translation_ur,transliteration_ur,translation_uz,transliteration_uz,translation_vi,transliteration_vi,translation_yo,transliteration_yo,translation_yue,transliteration_yue,translation_zh,transliteration_zh,translation_zu,transliteration_zu
dua_nudbah__3,dua_nudbah,3,"عَزِيزٌ عَلَيَّ أَنْ أَرَى الْخَلْقَ وَلَا تُرَى
وَلَا أَسْمَعُ لَكَ حَسِيسًا وَلَا نَجْوَى
عَزِيزٌ عَلَيَّ أَنْ تُحِيطَ بِكَ دُونِي الْبَلْوَى
عَزِيزٌ عَلَيَّ أَنْ يَجْرِيَ عَلَيْكَ مَا جَرَى
هَلْ مِنْ مُعِينٍ فَأُطِيلَ مَعَهُ الْعَوِيلَ وَالْبُكَاءَ","It is painful for me that I see creation, yet you are not seen —
and I do not hear from you even a whisper or a secret exchange.
It is painful for me that trials surround you while I am here.
It is painful for me that what has happened to you has happened.
Is there anyone to help me so I may prolong my mourning and weeping?","'Azīzun 'alayya an ara-l-khalqa wa lā turā
wa lā asma'u laka ḥasīsan wa lā najwā
'Azīzun 'alayya an tuḥīṭa bika dūnī-l-balwā
'Azīzun 'alayya an yajriya 'alayka mā jarā
Hal min mu'īnin fa-uṭīla ma'ahu-l-'awīla wa-l-bukā'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dua_tawassul__0,dua_tawassul,0,"اَللَّهُمَّ إِنِّي أَسْأَلُكَ وَأَتَوَجَّهُ إِلَيْكَ
بِنَبِيِّكَ نَبِيِّ الرَّحْمَةِ مُحَمَّدٍ صَلَّى اللَّهُ عَلَيْهِ وَآلِهِ
يَا أَبَا الْقَاسِمِ يَا رَسُولَ اللَّهِ
يَا إِمَامَ الرَّحْمَةِ يَا سَيِّدَنَا وَمَوْلَانَا
إِنَّا تَوَجَّهْنَا وَاسْتَشْفَعْنَا وَتَوَسَّلْنَا بِكَ إِلَى اللَّهِ","O Allah, I ask You and turn to You
through Your Prophet, the Prophet of mercy, Muhammad (SAW).
O Abu al-Qasim! O Messenger of Allah!
O Imam of mercy! O our master and our guardian!
We have turned to you, sought your intercession, and used you as our means to Allah.","Allāhumma innī as'aluka wa atawajjahu ilayka
bi-nabiyyika nabiyyi-r-raḥmati Muḥammadin ṣalla-llāhu 'alayhi wa ālih
Yā Aba-l-Qāsim yā Rasūla-llāh
Yā imāma-r-raḥma yā sayyidanā wa mawlānā
Innā tawajjahnā wa-stashfa'nā wa tawassalnā bika ila-llāh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dua_tawassul__1,dua_tawassul,1,"يَا أَمِيرَ الْمُؤْمِنِينَ يَا عَلِيَّ بْنَ أَبِي طَالِبٍ
يَا حُجَّةَ اللَّهِ عَلَى خَلْقِهِ
يَا سَيِّدَنَا وَمَوْلَانَا إِنَّا تَوَسَّلْنَا بِكَ
وَتَشَفَّعْنَا إِلَى اللَّهِ بِقَرَابَتِكَ مِنْ رَسُولِ اللَّهِ
فَاشْفَعْ لَنَا عِنْدَ اللَّهِ","O Commander of the Faithful! O Ali ibn Abi Talib!
O Proof of Allah over His creation!
O our master and our guardian — we seek your intercession
and use you as our means to Allah through your kinship to the Messenger of Allah.
So intercede for us before Allah.","Yā Amīra-l-mu'minīn yā 'Aliyya bna Abī Ṭālib
Yā ḥujjata-llāhi 'alā khalqih
Yā sayyidanā wa mawlānā innā tawassalnā bik
wa tashaffa'nā ila-llāhi bi-qarābatika min Rasūli-llāh
Fa-shfa' lanā 'inda-llāh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dua_tawassul__2,dua_tawassul,2,"يَا أَبَا عَبْدِ اللَّهِ يَا حُسَيْنَ بْنَ عَلِيٍّ
يَا ابْنَ رَسُولِ اللَّهِ يَا ابْنَ أَمِيرِ الْمُؤْمِنِينَ
يَا ابْنَ فَاطِمَةَ الزَّهْرَاءِ سَيِّدَةِ نِسَاءِ الْعَالَمِينَ
يَا سَيِّدَنَا وَمَوْلَانَا إِنَّا تَوَسَّلْنَا بِكَ
فَاشْفَعْ لَنَا عِنْدَ اللَّهِ","O Abu Abdillah! O Husayn ibn Ali!
O son of the Messenger of Allah! O son of the Commander of the Faithful!
O son of Fatima al-Zahra, mistress of the women of all the worlds!
O our master and guardian — we use you as our means to Allah.
So intercede for us before Allah.","Yā Aba 'Abdillāh yā Ḥusayna bna 'Alī
Yā-bna Rasūli-llāh yā-bna Amīri-l-mu'minīn
Yā-bna Fāṭimata-z-Zahrā'i sayyidati nisā'i-l-'ālamīn
Yā sayyidanā wa mawlānā innā tawassalnā bik
Fa-shfa' lanā 'inda-llāh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dua_tawassul__3,dua_tawassul,3,"يَا صَاحِبَ الزَّمَانِ يَا ابْنَ الْحَسَنِ الْعَسْكَرِيِّ
يَا حُجَّةَ اللَّهِ عَلَى خَلْقِهِ
يَا سَيِّدَنَا وَمَوْلَانَا إِنَّا تَوَسَّلْنَا بِكَ
فَاشْفَعْ لَنَا عِنْدَ اللَّهِ","O Master of the Age! O son of Hasan al-Askari!
O Proof of Allah over His creation!
O our master and guardian — we use you as our means to Allah.
So intercede for us before Allah.","Yā Ṣāḥiba-z-zamān yā-bna-l-Ḥasani-l-'Askarī
Yā ḥujjata-llāhi 'alā khalqih
Yā sayyidanā wa mawlānā innā tawassalnā bik
Fa-shfa' lanā 'inda-llāh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dua_tawassul__4,dua_tawassul,4,"اَللَّهُمَّ إِنَّا نَتَوَجَّهُ إِلَيْكَ بِأَوْلِيَائِكَ
وَنَسْأَلُكَ بِحَقِّهِمْ لَدَيْكَ
أَنْ تُقَضِّيَ لَنَا حَاجَتَنَا
وَلَا تَرُدَّنَا خَائِبِينَ
يَا أَرْحَمَ الرَّاحِمِينَ","O Allah, we turn to You through Your close friends (the Imams),
and we ask You by their right with You
to fulfil our need
and not to turn us away empty-handed,
O Most Merciful of the merciful.","Allāhumma innā natawajjahu ilayka bi-awliyā'ik
wa nas'aluka bi-ḥaqqihim ladayk
an tuqaḍḍiya lanā ḥājatanā
wa lā taruddanā khā'ibīn
Yā arḥama-r-rāḥimīn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dua_faraj__0,dua_faraj,0,"اَللَّهُمَّ كُنْ لِوَلِيِّكَ الْحُجَّةِ بْنِ الْحَسَنِ
صَلَوَاتُكَ عَلَيْهِ وَعَلَى آبَائِهِ
فِي هَذِهِ السَّاعَةِ وَفِي كُلِّ سَاعَةٍ
وَلِيًّا وَحَافِظًا وَقَائِدًا وَنَاصِرًا وَدَلِيلًا وَعَيْنًا
حَتَّى تُسْكِنَهُ أَرْضَكَ طَوْعًا
وَتُمَتِّعَهُ فِيهَا طَوِيلًا","O Allah, be for Your guardian, al-Hujjah ibn al-Hasan —
may Your blessings be upon him and his forefathers —
in this hour and in every hour:
a guardian, a protector, a leader, a helper, a guide, and a watchful eye,
until You settle him on Your earth willingly
and grant him long enjoyment therein.","Allāhumma kun li-waliyyika-l-Ḥujjati-bni-l-Ḥasan
Ṣalawātuka 'alayhi wa 'alā ābā'ih
fī hādhihi-s-sā'ati wa fī kulli sā'ah
waliyyan wa ḥāfiẓan wa qā'idan wa nāṣiran wa dalīlan wa 'aynā
ḥattā tuskinnahu arḍaka ṭaw'an
wa tumatti'ahu fīhā ṭawīlā",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dua_ahd__0,dua_ahd,0,"اَللَّهُمَّ رَبَّ النُّورِ الْعَظِيمِ
وَرَبَّ الْكُرْسِيِّ الرَّفِيعِ
وَرَبَّ الْبَحْرِ الْمَسْجُورِ
وَمُنْزِلَ التَّوْرَاةِ وَالإِنجِيلِ وَالزَّبُورِ
وَرَبَّ الظِّلِّ وَالْحَرُورِ","O Allah! Lord of the magnificent light,
Lord of the exalted Throne,
Lord of the surging sea,
Sender of the Torah, the Gospel, and the Psalms,
Lord of shade and of scorching heat.","Allāhumma rabba-n-nūri-l-'aẓīm
wa rabba-l-kursiyyi-r-rafī'
wa rabba-l-baḥri-l-masjūr
wa munzila-t-tawrāti wa-l-injīli wa-z-zabūr
wa rabba-ẓ-ẓilli wa-l-ḥarūr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dua_ahd__1,dua_ahd,1,"اَللَّهُمَّ إِنِّي أُشْهِدُكَ أَنِّي أَشْهَدُ
أَنْ لَا إِلَهَ إِلَّا أَنْتَ وَحْدَكَ لَا شَرِيكَ لَكَ
وَأَنَّ مُحَمَّدًا عَبْدُكَ وَرَسُولُكَ
وَأَنَّ الإِمَامَ الْقَائِمَ بِالْحَقِّ بَعْدَهُ
هُوَ الْحُجَّةُ بْنُ الْحَسَنِ صَاحِبُ الزَّمَانِ","O Allah, I call You as witness that I testify:
There is no god but You, alone, without partner,
and that Muhammad is Your servant and Messenger,
and that the Imam who stands with truth after him
is al-Hujjah ibn al-Hasan, the Master of the Age.","Allāhumma innī ush-hiduka annī ash-hadu
an lā ilāha illā anta waḥdaka lā sharīka lak
wa anna Muḥammadan 'abduka wa rasūluk
wa anna-l-imāma-l-qā'ima bi-l-ḥaqqi ba'dah
huwa-l-Ḥujjatu-bnu-l-Ḥasan Ṣāḥibu-z-zamān",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dua_ahd__2,dua_ahd,2,"اَللَّهُمَّ فَصَلِّ عَلَى مُحَمَّدٍ وَآلِ مُحَمَّدٍ
وَعَجِّلْ فَرَجَهُ
وَاجْعَلْنِي مِنْ أَنْصَارِهِ وَأَعْوَانِهِ
وَأَوْلِيَائِهِ فِي الدُّنْيَا وَالآخِرَةِ","O Allah, send blessings upon Muhammad and the family of Muhammad,
and hasten his reappearance,
and make me of his helpers, supporters,
and close companions in this world and the next.","Allāhumma fa-ṣalli 'alā Muḥammadin wa āli Muḥammad
wa 'ajjil farajah
wa-j'alnī min anṣārihī wa a'wānih
wa awliyā'ihī fi-d-dunyā wa-l-ākhirah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ziyarat_ashura__0,ziyarat_ashura,0,"اَلسَّلَامُ عَلَيْكَ يَا أَبَا عَبْدِ اللَّهِ
اَلسَّلَامُ عَلَيْكَ يَا ابْنَ رَسُولِ اللَّهِ
اَلسَّلَامُ عَلَيْكَ يَا ابْنَ أَمِيرِ الْمُؤْمِنِينَ
وَابْنَ سَيِّدِ الْوَصِيِّينَ
اَلسَّلَامُ عَلَيْكَ يَا ابْنَ فَاطِمَةَ سَيِّدَةِ نِسَاءِ الْعَالَمِينَ","Peace be upon you, O Abu Abdillah.
Peace be upon you, O son of the Messenger of Allah.
Peace be upon you, O son of the Commander of the Faithful
and son of the master of the legatees.
Peace be upon you, O son of Fatima, mistress of the women of all the worlds.","As-salāmu 'alayka yā Abā 'Abdillāh
As-salāmu 'alayka yā-bna Rasūli-llāh
As-salāmu 'alayka yā-bna Amīri-l-mu'minīn
wa-bna sayyidi-l-waṣiyyīn
As-salāmu 'alayka yā-bna Fāṭimata sayyidati nisā'i-l-'ālamīn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ziyarat_ashura__1,ziyarat_ashura,1,"أَشْهَدُ أَنَّكَ قَدْ أَقَمْتَ الصَّلَاةَ
وَآتَيْتَ الزَّكَاةَ وَأَمَرْتَ بِالْمَعْرُوفِ
وَنَهَيْتَ عَنِ الْمُنْكَرِ
وَجَاهَدْتَ فِي اللَّهِ حَقَّ جِهَادِهِ
وَصَبَرْتَ عَلَى الأَذَى فِي جَنْبِهِ","I testify that you established prayer,
gave zakat, commanded the good,
and forbade the evil,
and strove in the way of Allah as it deserved to be striven,
and you were patient in bearing harm for His sake.","Ash-hadu annaka qad aqamta-ṣ-ṣalāh
wa ātayta-z-zakāta wa amarta bi-l-ma'rūf
wa nahayta 'ani-l-munkar
wa jāhadta fi-llāhi ḥaqqa jihādih
wa ṣabartu 'ala-l-adhā fī janbih",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ziyarat_ashura__2,ziyarat_ashura,2,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَآلِ مُحَمَّدٍ × ١٠٠,"O Allah, send blessings upon Muhammad and the family of Muhammad × 100

(Recite this one hundred times during the Ziyarat)",Allāhumma ṣalli 'alā Muḥammadin wa āli Muḥammad × 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ziyarat_ashura__3,ziyarat_ashura,3,"يَا أَبَا عَبْدِ اللَّهِ إِنِّي سِلْمٌ لِمَنْ سَالَمَكُمْ
وَحَرْبٌ لِمَنْ حَارَبَكُمْ إِلَى يَوْمِ الْقِيَامَةِ
وَلَعَنَ اللَّهُ آلَ زِيَادٍ وَآلَ مَرْوَانَ
وَلَعَنَ اللَّهُ بَنِي أُمَيَّةَ قَاطِبَةً
وَلَعَنَ اللَّهُ ابْنَ مَرْجَانَةَ","O Abu Abdillah, I am at peace with those who are at peace with you
and at war with those who are at war with you until the Day of Resurrection.
May Allah curse the house of Ziyad and the house of Marwan.
May Allah curse the Banu Umayya altogether.
May Allah curse the son of Marjanah.","Yā Abā 'Abdillāh innī silmun li-man sālamakum
wa ḥarbun li-man ḥārabakum ilā yawmi-l-qiyāmah
wa la'ana-llāhu āla Ziyādin wa āla Marwān
wa la'ana-llāhu banī Umayyata qāṭibah
wa la'ana-llāhu-bna Marjānah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ziyarat_ashura__4,ziyarat_ashura,4,"اَللَّهُمَّ اجْعَلْنِي عِنْدَكَ وَجِيهًا بِالْحُسَيْنِ
فِي الدُّنْيَا وَالآخِرَةِ
اَللَّهُمَّ اجْعَلْنِي مِنَ الْمُسْتَشْفِعِينَ بِهِ
وَمِنَ الطَّالِبِينَ بِثَأْرِهِ
وَمِمَّنْ يَنْتَصِرُ بِهِ وَيَتَبَعُ سَبِيلَهُ وَهَدْيَهُ","O Allah, make me honoured in Your sight through al-Husayn
in this world and the next.
O Allah, make me of those who seek his intercession,
and of those who seek to avenge his blood,
and of those who are victorious through him and follow his path and guidance.","Allāhumma-j'alnī 'indaka wajīhan bi-l-Ḥusayn
fi-d-dunyā wa-l-ākhirah
Allāhumma-j'alnī min al-mustashfi'īna bih
wa mina-ṭ-ṭālibīna bi-tha'rih
wa mimman yantaṣiru bih wa yattabi'u sabīlahu wa hadyah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
munajat_shabaniyya__0,munajat_shabaniyya,0,"إِلَهِي هَبْ لِي كَمَالَ الإِنْقِطَاعِ إِلَيْكَ
وَأَنِرْ أَبْصَارَ قُلُوبِنَا بِضِيَاءِ نَظَرِهَا إِلَيْكَ
حَتَّى تَخْرِقَ أَبْصَارُ الْقُلُوبِ حُجُبَ النُّورِ
فَتَصِلَ إِلَى مَعْدِنِ الْعَظَمَةِ
وَتَصِيرَ أَرْوَاحُنَا مُعَلَّقَةً بِعِزِّ قُدْسِكَ","My God, grant me complete severance from all else — turning only to You.
Illuminate the eyes of our hearts with the light of gazing upon You,
until the sight of hearts pierces through the veils of light
and reaches the source of all Majesty —
and our souls become suspended in the glory of Your sanctity.","Ilāhī hab lī kamāla-l-inqiṭā'i ilayk
wa anir abṣāra qulūbinā bi-ḍiyā'i naẓarihā ilayk
ḥattā takhriqa abṣāru-l-qulūbi ḥujuba-n-nūr
fa-taṣila ilā ma'dini-l-'aẓamah
wa taṣīra arwāḥunā mu'allaqatan bi-'izzi qudsik",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
munajat_shabaniyya__1,munajat_shabaniyya,1,"إِلَهِي وَأَلْحِقْنِي بِنُورِ عِزِّكَ الأَبْهَجِ
فَأَكُونَ لَكَ عَارِفًا
وَعَنْ سِوَاكَ مُنْحَرِفًا
وَتَكُونَ مِنِّي خَائِفًا مُرَاقِبًا
يَا ذَا الْجَلَالِ وَالإِكْرَامِ","My God, join me to the most radiant light of Your glory,
that I may be one who truly knows You,
and turns away from all other than You —
and be one who fears You and remains ever-watchful of You,
O Possessor of Majesty and Honour.","Ilāhī wa alḥiqnī bi-nūri 'izzika-l-abhaj
fa-akūna laka 'ārifan
wa 'an siwāka munḥarifan
wa takūna minnī khā'ifan murāqiban
Yā Dha-l-jalāli wa-l-ikrām",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dua_samat__0,dua_samat,0,"اَللَّهُمَّ إِنِّي أَسْأَلُكَ بِاسْمِكَ الْعَظِيمِ الأَعْظَمِ
الأَعَزِّ الأَجَلِّ الأَكْرَمِ
الَّذِي إِذَا دُعِيتَ بِهِ عَلَى مَغَالِقِ أَبْوَابِ السَّمَاءِ لِلْفَتْحِ بِالرَّحْمَةِ انْفَتَحَتْ
وَإِذَا دُعِيتَ بِهِ عَلَى مَضَائِقِ أَبْوَابِ الأَرْضِ لِلْفَرَجِ انْفَرَجَتْ","O Allah, I ask You by Your name — the Great, the Greatest,
the Most Mighty, the Most Exalted, the Most Generous —
the name by which, when You are called upon to open the closed gates of heaven with mercy, they open,
and when You are called upon to relieve the constricted gates of the earth, they open wide.","Allāhumma innī as'aluka bi-smika-l-'aẓīmi-l-a'ẓam
al-a'azzi-l-ajalli-l-akram
alladhī idhā du'īta bih 'alā maghāliqi abwābi-s-samā'i li-l-fatḥi bi-r-raḥmah infataḥat
wa idhā du'īta bih 'alā maḍā'iqi abwābi-l-arḍi li-l-faraji infarajat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dua_samat__1,dua_samat,1,"يَا نُورَ النُّورِ يَا مُدَبِّرَ الأُمُورِ
يَا بَاعِثَ مَنْ فِي الْقُبُورِ
صَلِّ عَلَى مُحَمَّدٍ وَآلِ مُحَمَّدٍ
وَافْعَلْ بِي مَا أَنْتَ أَهْلُهُ
وَلَا تَفْعَلْ بِي مَا أَنَا أَهْلُهُ","O Light of lights! O Disposer of all affairs!
O Resurrector of those in the graves!
Send blessings upon Muhammad and the family of Muhammad,
and treat me as You, in Your generosity, deserve to treat me —
and do not treat me as I, in my unworthiness, deserve to be treated.","Yā nūra-n-nūr yā mudabbira-l-umūr
Yā bā'itha man fi-l-qubūr
Ṣalli 'alā Muḥammadin wa āli Muḥammad
wa-f'al bī mā anta ahluh
wa lā taf'al bī mā anā ahluh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
